tweet_id,jpg_url
666020888022790149,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg
666029285002620928,https://pbs.twimg.com/media/CT42GRgUYAA5iDo.jpg
666033412701032449,https://pbs.twimg.com/media/CT4521TWwAEvMyu.jpg
666044226329800704,https://pbs.twimg.com/media/CT5Dr8HUEAA-lEu.jpg
666049248165822465,https://pbs.twimg.com/media/CT5IQmsXIAAKY4A.jpg
666050758794694657,https://pbs.twimg.com/media/CT5Jof1WUAEuVxN.jpg
666051853826850816,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg
666055525042405380,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg
666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg
666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg
666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg
666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg
666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg
666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg
666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg
666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg
666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg
666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg
666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg
666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg
666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg
666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg
666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg
666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg
667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg
667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg
667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg
